grid_id,area_name,latitude,longitude,population_density,avg_income,avg_bill_per_person,restaurant_star_rating,review_count,avg_review_score,same_cuisine_competitors_1km,other_cuisine_competitors_1km,office_density,nightlife_density,mall_proximity,college_proximity,parking_availability,public_transport_connectivity,restaurant_type,restaurant_style,location_score,lat_idx,lon_idx,grid_cell_id
G3171,Malleshwaram,12.999366088929875,77.56299178015287,17707,67529.0,894.0,3.95,94,3.95,13,31,57,30,4.86,6.0,25.17,9,Mexican,Food Truck,1.7293431345576606e-07,39,7,39_7
G3172,Malleshwaram,13.01125338322586,77.56251726233877,10089,104747.0,4883.0,4.86,191,4.89,16,63,87,6,2.57,3.37,15.92,7,Mexican,Quick Service,3.539624125134535e-07,42,7,42_7
G3173,Malleshwaram,12.999781573763618,77.5707425394928,13877,131139.0,5534.0,4.19,157,4.17,4,39,0,27,1.45,1.87,52.78,8,Thai,Food Truck,7.260248794156461e-07,39,8,39_8
G3174,Malleshwaram,12.980358893468749,77.56218203901395,15304,110939.0,4707.0,3.67,222,3.8,13,61,74,7,3.54,0.2,67.49,10,Thai,Fine Dining,50.000000201855954,35,6,35_6
G3175,Malleshwaram,12.99022110999323,77.56843496354323,11083,171603.0,5483.0,4.17,146,4.05,18,31,96,75,2.32,2.05,26.93,9,Seafood,Casual Dining,5.490602752957898e-07,37,8,37_8
G3176,Malleshwaram,12.995999428150236,77.57120118342678,12684,128646.0,4987.0,3.44,114,3.52,10,57,26,11,7.07,1.44,58.95,9,BBQ,Cafe/Bistro,4.5015394305141824e-07,39,8,39_8
G3177,Malleshwaram,13.01128530761946,77.57227647577052,16956,139760.0,424.0,3.91,149,3.33,9,24,79,57,2.18,2.69,42.69,8,Cafe,Fine Dining,4.7060646910143114e-07,42,9,42_9
G3178,Malleshwaram,13.01905175884982,77.57447029432043,10936,76861.0,3793.0,3.32,160,3.34,19,25,74,21,3.45,2.87,26.17,8,Seafood,Bar/Pub,2.644265314762725e-07,44,9,44_9
G3179,Malleshwaram,12.980171060090935,77.57928043864351,13096,93703.0,4443.0,4.37,51,4.39,28,63,77,40,4.11,2.81,41.29,9,BBQ,Quick Service,2.974295469762584e-07,35,10,35_10
G3180,Malleshwaram,12.985341614944174,77.56119846842626,18363,86861.0,3915.0,3.61,98,3.39,33,26,76,35,5.94,0.85,58.52,5,Biryani,Bar/Pub,7.603965770793066e-07,36,6,36_6
G3181,Malleshwaram,12.986586326962495,77.5760415694656,17991,81148.0,2933.0,3.99,0,4.05,26,47,114,1,0.44,1.36,21.61,5,Japanese,Bar/Pub,2.395602838776515e-06,36,9,36_9
G3182,Malleshwaram,13.017845267901665,77.56214049489712,16637,51902.0,2015.0,4.19,91,3.84,4,19,14,0,3.97,0.91,45.66,4,Japanese,Bar/Pub,7.413421795688504e-07,43,6,43_6
G3183,Malleshwaram,12.99201003903918,77.57811529604331,14368,175260.0,1344.0,4.22,25,3.79,21,35,25,0,4.86,2.32,72.8,9,Japanese,Fine Dining,3.357072126803856e-07,38,10,38_10
G3184,Malleshwaram,12.98920481676684,77.56131546072358,15302,179089.0,4881.0,3.94,204,3.95,20,58,51,32,3.47,3.26,24.08,7,South Indian,Food Truck,3.3681422183496063e-07,37,6,37_6
G3185,Malleshwaram,12.980656092354218,77.5613275949585,17175,121504.0,4270.0,3.57,225,3.32,7,26,29,44,5.69,1.91,39.89,7,North Indian,Casual Dining,3.954792080945762e-07,35,6,35_6
G3186,Malleshwaram,13.00115542718992,77.57648587855755,15535,67185.0,327.0,3.72,90,3.87,13,58,66,12,3.97,0.2,59.77,8,BBQ,Family Style,50.00000010874439,40,10,40_10
G3187,Malleshwaram,12.985567552328266,77.56131090343521,16408,156569.0,2318.0,4.93,271,5.0,14,59,15,16,2.33,0.32,30.42,10,Chinese,Food Court,4.1019930428875565e-06,36,6,36_6
G3188,Malleshwaram,13.003885530902952,77.56494834267498,18485,99011.0,2994.0,3.98,5,3.8,21,18,83,42,5.29,3.93,43.11,8,Bakery,Family Style,2.4262795588384017e-07,40,7,40_7
G3189,Malleshwaram,12.9814057356656,77.56173147977242,15745,68821.0,4015.0,3.62,162,3.62,22,18,66,25,5.17,1.68,51.35,5,Biryani,Family Style,3.776661791420794e-07,35,6,35_6
G3190,Malleshwaram,12.982094010626998,77.56900430991074,14315,108420.0,1447.0,4.09,104,4.21,19,39,8,10,4.54,2.35,6.27,6,Biryani,Family Style,2.66747553701472e-07,35,8,35_8
G3191,Malleshwaram,12.98435118828058,77.57142144170257,10842,159493.0,4344.0,4.16,360,3.68,24,32,22,40,4.95,2.21,47.48,8,Continental,Bar/Pub,3.4453856254960676e-07,36,8,36_8
G3192,Malleshwaram,12.980112854503062,77.57211582728024,16991,45995.0,4870.0,4.79,95,4.69,19,17,85,25,4.39,3.14,27.64,10,Fast Food,Casual Dining,3.119149370092342e-07,35,9,35_9
G3193,Malleshwaram,12.998412476643832,77.57919627074479,19016,134720.0,3745.0,3.55,232,3.61,19,26,120,0,0.77,3.6,23.74,8,Chinese,Food Truck,1.0277648477393575e-06,39,10,39_10
G3194,Malleshwaram,12.980365407984737,77.56461229649943,16448,152083.0,2495.0,4.14,413,4.0,18,41,77,54,3.87,3.52,16.68,9,North Indian,Cafe/Bistro,3.2598418665066207e-07,35,7,35_7
G3195,Malleshwaram,12.997771565412211,77.57742722407828,18994,163499.0,3354.0,3.42,128,3.43,12,11,97,40,5.24,2.74,63.36,5,Mexican,Bar/Pub,3.4552964100344517e-07,39,10,39_10
G3196,Malleshwaram,12.988032827049514,77.56084743521843,15154,138505.0,2056.0,3.77,244,3.42,7,63,127,63,6.71,3.6,52.3,7,Fast Food,Food Truck,2.623184216838548e-07,37,6,37_6
G3197,Malleshwaram,12.997779647779163,77.5787301353139,10687,171440.0,3725.0,3.69,39,3.93,21,49,0,0,6.19,1.68,22.22,10,South Indian,Quick Service,3.6482964975455253e-07,39,10,39_10
G3198,Malleshwaram,13.001906131871884,77.57032371958515,17446,119175.0,3530.0,4.15,105,4.09,16,48,50,39,3.14,3.43,66.86,8,Thai,Fine Dining,3.58621106725759e-07,40,8,40_8
G3199,Malleshwaram,13.0126268446879,77.5689175389605,17727,64610.0,558.0,3.56,0,3.53,22,37,34,21,3.81,2.35,30.21,10,BBQ,Family Style,2.9186400370023693e-07,42,8,42_8
G3200,Malleshwaram,13.013707277166253,77.56488477684435,12310,53343.0,3319.0,4.12,56,4.17,23,47,83,0,4.63,0.2,40.21,9,Thai,Quick Service,50.000000077091165,42,7,42_7
G3201,Malleshwaram,12.982508584222977,77.56181574827224,12513,178907.0,2658.0,4.32,248,3.95,17,40,107,66,3.62,2.55,39.74,9,South Indian,Casual Dining,4.073842002357307e-07,36,6,36_6
G3202,Malleshwaram,13.011508940971332,77.56130728910755,11883,133961.0,1214.0,4.03,0,4.35,1,46,76,0,7.14,0.2,89.71,4,Thai,Food Court,50.00000010048152,42,6,42_6
G3203,Malleshwaram,12.997991625173686,77.56687335339232,16742,167020.0,2365.0,4.61,54,4.48,26,45,81,24,4.12,1.79,52.21,9,Mexican,Cafe/Bistro,4.669971302117698e-07,39,7,39_7
G3204,Malleshwaram,12.980287740374251,77.57115551850531,15244,168506.0,3039.0,3.76,167,3.78,22,35,101,41,5.67,1.56,45.26,7,North Indian,Fine Dining,4.6196994602013775e-07,35,8,35_8
G3205,Malleshwaram,12.998136268502993,77.57022650526554,18474,47099.0,3360.0,4.0,150,4.08,26,15,88,24,1.31,1.49,82.49,8,Italian,Casual Dining,8.096067277837072e-07,39,8,39_8
G3206,Malleshwaram,13.007785817071602,77.56367148504785,13616,99015.0,1169.0,4.37,109,4.62,23,40,45,37,4.72,0.49,32.71,7,Seafood,Cafe/Bistro,1.6559761061103108e-06,41,7,41_7
G3207,Malleshwaram,12.999199319946998,77.56038806997057,15796,64587.0,4085.0,3.93,130,4.07,12,31,96,48,2.58,2.54,51.77,10,Continental,Family Style,4.4585714947317757e-07,39,6,39_6
G3208,Malleshwaram,12.999263584497488,77.57216020997612,19204,81804.0,396.0,4.14,355,3.76,9,47,32,46,3.75,1.77,55.36,10,BBQ,Casual Dining,4.663683435798124e-07,39,9,39_9
G3209,Malleshwaram,13.004317504292889,77.56179175430469,13484,109758.0,2347.0,4.4,11,4.62,25,57,0,20,4.22,2.9,63.4,10,Japanese,Family Style,2.809618139538472e-07,40,6,40_6
G3210,Malleshwaram,13.011347179012398,77.5640264477529,19207,69526.0,5681.0,3.42,0,3.31,4,41,39,52,2.21,1.8,37.32,10,Japanese,Food Truck,5.76373525924108e-07,42,7,42_7
G3211,Malleshwaram,12.99220326395518,77.57762839000912,19334,98297.0,4116.0,3.54,209,3.79,22,45,50,54,5.31,3.08,25.65,9,Biryani,Bar/Pub,2.761700131870815e-07,38,10,38_10
G3212,Malleshwaram,12.989888969926264,77.5776593954329,14853,97733.0,3692.0,3.69,51,3.4,18,30,69,48,5.06,1.25,40.88,9,Thai,Food Truck,5.392717819670331e-07,37,10,37_10
G3213,Malleshwaram,12.998700465175135,77.56463162414326,14823,100785.0,4818.0,3.94,353,4.11,23,37,114,19,3.92,4.12,32.16,7,Italian,Bar/Pub,2.635340418001171e-07,39,7,39_7
G3214,Malleshwaram,13.001298105835758,77.57844362094221,12753,108444.0,1896.0,3.8,67,3.77,7,36,136,4,5.7,1.88,57.23,9,Biryani,Casual Dining,3.8007504383092584e-07,40,10,40_10
G3215,Malleshwaram,13.017516563286492,77.57376428783711,15587,170071.0,803.0,4.57,169,3.96,25,46,58,0,3.76,3.93,52.31,10,Continental,Food Truck,2.8295579280981196e-07,43,9,43_9
G3216,Malleshwaram,12.993383155057243,77.56682388685307,11077,127381.0,911.0,3.48,112,3.3,22,37,13,0,4.33,0.95,62.19,8,Fast Food,Family Style,6.579096968913105e-07,38,7,38_7
G3217,Malleshwaram,13.010118312335864,77.57894488100892,16876,148565.0,1649.0,3.57,16,3.78,21,51,76,0,2.13,1.54,49.5,10,Biryani,Cafe/Bistro,6.019862992406064e-07,42,10,42_10
G3218,Malleshwaram,12.980560192640493,77.57289347868712,12676,137604.0,2676.0,4.32,0,4.6,20,14,50,35,3.19,0.64,49.23,10,Continental,Bar/Pub,1.2353595789723733e-06,35,9,35_9
G3219,Malleshwaram,13.011783147095942,77.56921227917998,18738,81552.0,4419.0,4.14,120,3.75,25,37,21,27,7.57,2.53,39.02,5,Thai,Fine Dining,2.4383184744897787e-07,42,8,42_8
G3220,Malleshwaram,12.987230572171592,77.57704545057929,14296,121621.0,4982.0,3.9,73,4.02,30,59,6,37,3.13,1.79,73.13,8,Continental,Cafe/Bistro,4.512316817639536e-07,37,10,37_10
G3221,Malleshwaram,13.006998285966567,77.57305803527383,14069,87131.0,203.0,4.17,121,4.21,15,32,72,0,3.41,3.38,8.36,10,Biryani,Bar/Pub,2.6213724582240536e-07,41,9,41_9
G3222,Malleshwaram,13.017863016506215,77.5716606120297,16570,115439.0,2293.0,4.29,78,3.99,20,43,85,28,2.08,4.2,44.49,7,Japanese,Cafe/Bistro,3.8790026968523356e-07,43,9,43_9
G3223,Malleshwaram,12.99011496599032,77.5738705829797,11363,162113.0,1017.0,4.31,0,4.39,10,39,94,45,7.14,4.7,23.96,8,Japanese,Quick Service,1.993499507801533e-07,37,9,37_9
G3224,Malleshwaram,12.982522986345796,77.56000577563636,15520,64723.0,1609.0,4.5,204,4.22,33,31,36,46,3.7,3.26,53.47,6,North Indian,Food Truck,2.464343947955617e-07,36,6,36_6
G3225,Malleshwaram,13.016852670291678,77.56737044979302,11185,101238.0,4129.0,3.78,0,4.03,27,23,0,21,3.49,3.18,29.39,10,Cafe,Quick Service,2.543968806678201e-07,43,8,43_8
G3226,Malleshwaram,13.00094223601688,77.57437644836956,17531,101426.0,1067.0,5.0,0,4.98,27,29,50,15,2.21,3.09,24.64,8,Thai,Family Style,4.0104591812117174e-07,40,9,40_9
G3227,Malleshwaram,12.983439890629692,77.57749594408855,12956,107093.0,2708.0,4.07,0,3.93,17,33,119,33,5.26,4.44,52.14,3,Japanese,Quick Service,1.8811327190757946e-07,36,10,36_10
G3228,Malleshwaram,13.003955972568257,77.56374243459486,10597,143189.0,5786.0,3.59,129,3.51,25,48,0,57,2.68,1.21,23.64,5,Japanese,Fine Dining,6.091291862519157e-07,40,7,40_7
G3229,Malleshwaram,13.01728161990279,77.56858306472175,16473,139600.0,889.0,3.51,373,3.41,13,49,76,4,3.85,2.58,26.16,7,Seafood,Food Court,3.175492657275542e-07,43,8,43_8
G3230,Malleshwaram,13.013789464889015,77.5647926535412,17863,136872.0,1187.0,4.14,168,4.28,17,57,55,64,5.1,2.58,33.14,9,Fast Food,Family Style,3.356819104236249e-07,42,7,42_7
G3231,Malleshwaram,12.989856081334146,77.56248128511673,12729,96175.0,802.0,4.12,191,3.9,12,15,59,26,2.28,1.88,55.35,7,Fast Food,Fine Dining,4.969791858504425e-07,37,7,37_7
G3232,Malleshwaram,13.00512134265186,77.56031356323633,10625,62254.0,2563.0,4.53,54,4.62,5,37,96,0,3.66,1.52,24.6,6,Italian,Quick Service,4.635637885590808e-07,41,6,41_6
G3233,Malleshwaram,12.986466346509925,77.56623649301841,12198,66269.0,4126.0,3.49,201,3.68,14,38,159,49,3.04,1.24,0.0,6,Italian,Food Truck,5.85701767946085e-07,36,7,36_7
G3234,Malleshwaram,13.01955982896854,77.56995193630591,14350,48043.0,1749.0,4.32,0,4.54,4,34,0,66,2.6,1.41,0.0,10,BBQ,Bar/Pub,5.736259945178182e-07,44,8,44_8
G3235,Malleshwaram,12.984091024960204,77.56093713106297,15121,179824.0,3757.0,4.08,0,4.21,20,63,26,23,2.9,2.23,56.42,10,Thai,Casual Dining,4.5444823826312137e-07,36,6,36_6
G3236,Malleshwaram,12.993646381958564,77.56913765020313,11582,132077.0,4086.0,3.74,193,3.83,7,58,95,0,3.41,1.77,35.02,6,Italian,Food Truck,4.463938509909267e-07,38,8,38_8
G3237,Malleshwaram,13.000433777953198,77.56725937443913,12999,118529.0,735.0,4.51,160,4.17,16,34,69,6,7.57,3.12,44.06,9,Mexican,Family Style,2.2264588875568278e-07,40,8,40_8
G3238,Malleshwaram,13.015043014589208,77.57837540110992,12512,146823.0,249.0,3.66,0,3.51,25,59,13,24,2.96,1.13,34.63,10,North Indian,Food Court,6.099265246942185e-07,43,10,43_10
G3239,Malleshwaram,13.01916837263212,77.57755487328495,11080,66673.0,3123.0,3.22,169,3.37,26,38,0,30,4.38,1.81,14.37,8,Italian,Bar/Pub,2.931072677329382e-07,44,10,44_10
G3240,Malleshwaram,12.980317404527945,77.56476133199054,10453,121454.0,4032.0,4.5,60,4.68,10,78,58,5,6.93,2.28,34.12,10,North Indian,Bar/Pub,3.099996784946414e-07,35,7,35_7
G3241,Malleshwaram,12.985757960930128,77.57421789310389,16876,99991.0,4118.0,4.02,305,4.32,8,27,95,15,3.71,1.03,42.19,8,Japanese,Family Style,7.52643675016372e-07,36,9,36_9
G3242,Malleshwaram,13.00631138824582,77.56443573857344,12595,169629.0,808.0,3.93,128,4.25,25,18,17,20,6.82,5.77,24.43,8,Seafood,Bar/Pub,1.3203476584285331e-07,41,7,41_7
G3243,Malleshwaram,12.980938097757065,77.56347832415146,10707,98752.0,2022.0,4.42,145,4.68,18,28,102,18,3.9,2.74,27.67,8,Italian,Bar/Pub,3.022485876954684e-07,35,7,35_7
G3244,Malleshwaram,13.00389692201962,77.56956992372366,16473,103369.0,4467.0,4.33,0,4.38,17,7,7,40,3.45,2.22,14.34,9,Italian,Food Court,4.0331090272947554e-07,40,8,40_8
G3245,Malleshwaram,13.013768548652772,77.56425257422197,14056,46405.0,301.0,4.71,335,5.0,9,35,44,11,3.9,3.81,10.27,10,Thai,Cafe/Bistro,2.476345030608818e-07,42,7,42_7
G3246,Malleshwaram,13.006697740387882,77.56264652738759,19305,73658.0,5800.0,4.11,13,3.65,14,34,0,71,4.88,2.51,56.18,7,BBQ,Food Truck,3.450566057559091e-07,41,7,41_7
G3247,Malleshwaram,13.015071428285497,77.57193453454185,16555,114922.0,3001.0,4.22,200,3.95,17,29,77,20,1.04,0.2,42.59,5,Mexican,Food Truck,50.00000061192497,43,9,43_9
G3248,Malleshwaram,13.005289639306902,77.56165954126503,10820,142966.0,395.0,3.75,3,3.55,10,60,80,38,2.1,2.21,34.0,10,Biryani,Food Truck,4.723120932864282e-07,41,6,41_6
G3249,Malleshwaram,12.999611709142778,77.57568179460324,11125,50227.0,777.0,3.32,193,3.4,28,18,16,0,5.22,2.98,41.08,9,Continental,Fine Dining,1.4059387210267652e-07,39,9,39_9
G3250,Malleshwaram,13.006373125715024,77.57800116869039,13799,83803.0,3577.0,3.99,210,3.5,14,8,36,15,2.39,1.84,56.48,6,Biryani,Family Style,4.887964038098922e-07,41,10,41_10
G3251,Malleshwaram,13.00489379939029,77.56620051063032,15106,159572.0,5604.0,3.69,168,3.59,19,24,105,92,5.08,2.3,28.96,10,Thai,Casual Dining,4.0632184350336565e-07,41,7,41_7
G3252,Malleshwaram,12.991948252322324,77.57104548374411,14544,92322.0,2712.0,3.96,7,3.68,12,35,87,23,7.51,3.57,41.4,9,Thai,Bar/Pub,2.0737475209689188e-07,38,8,38_8
G3253,Malleshwaram,13.001636672533818,77.5674447068109,17057,91617.0,3929.0,3.95,0,3.86,24,48,141,38,1.5,0.2,55.0,6,Bakery,Casual Dining,50.00000040446487,40,8,40_8
G3254,Malleshwaram,13.01313571731238,77.5783453018073,18652,106694.0,756.0,4.12,326,4.36,15,28,37,29,2.54,3.87,54.25,7,BBQ,Casual Dining,3.622850759471501e-07,42,10,42_10
G3255,Malleshwaram,12.999508065170348,77.57572954836475,10309,159587.0,4161.0,4.14,177,4.01,28,72,63,44,4.26,3.14,27.61,8,Mexican,Quick Service,2.664402767870856e-07,39,9,39_9
G3256,Malleshwaram,12.989338980700357,77.57216933229076,12392,147101.0,4889.0,2.99,297,3.34,19,45,75,67,2.45,4.66,59.42,7,Biryani,Food Court,3.419806069511373e-07,37,9,37_9
G3257,Malleshwaram,13.002935851582444,77.57686351628324,17645,91856.0,4302.0,3.74,0,3.69,26,42,59,0,5.01,0.98,32.82,10,Fast Food,Bar/Pub,6.721693541376854e-07,40,10,40_10
G3258,Malleshwaram,13.016175145096057,77.57460909001614,10051,61547.0,308.0,4.22,197,4.35,9,23,77,21,4.43,2.16,33.99,9,Biryani,Food Truck,3.1726749844565533e-07,43,9,43_9
G3259,Malleshwaram,13.019753782246331,77.56624583165627,19424,59072.0,4445.0,4.61,56,4.69,23,39,73,16,4.7,4.59,44.73,10,Bakery,Casual Dining,2.5250416687779225e-07,44,7,44_7
G3260,Malleshwaram,13.014358601902908,77.56042931795179,14214,86651.0,4815.0,3.97,112,4.12,15,39,54,13,5.96,1.23,24.89,6,Seafood,Food Truck,5.134321873266979e-07,43,6,43_6
G3261,Malleshwaram,12.99302531417227,77.56372086713964,13031,142965.0,5967.0,3.85,107,4.19,23,64,65,0,6.43,3.74,58.08,6,Fast Food,Fine Dining,2.1430367754537291e-07,38,7,38_7
G3262,Malleshwaram,13.009357705214637,77.56825772514473,14564,116565.0,3901.0,4.06,110,4.4,15,27,61,18,2.49,1.4,47.57,8,Seafood,Bar/Pub,6.255809086277797e-07,42,8,42_8
G3263,Malleshwaram,12.997155328181313,77.56777068929392,14596,93461.0,5665.0,3.92,242,3.98,17,27,36,21,5.77,2.83,41.38,8,Chinese,Food Truck,2.787267977309093e-07,39,8,39_8
G3264,Malleshwaram,13.006299586253396,77.56135397452348,19418,137245.0,278.0,4.29,52,3.98,8,39,133,63,2.11,1.63,59.38,8,Italian,Family Style,6.649315415907845e-07,41,6,41_6
G3265,Malleshwaram,12.987267581552342,77.5608953429425,15220,87632.0,3785.0,5.0,74,5.0,22,33,81,7,4.47,3.59,56.45,10,Chinese,Bar/Pub,2.953957751314776e-07,37,6,37_6
G3266,Malleshwaram,12.99104506796392,77.56809574868618,16018,163331.0,5860.0,4.89,244,4.89,10,3,39,0,4.61,3.94,22.07,9,Biryani,Food Truck,3.415617344612967e-07,37,8,37_8
G3267,Malleshwaram,12.98554290482087,77.56052028945841,14809,48756.0,1679.0,3.81,248,4.19,12,39,55,93,1.97,4.36,61.95,9,Biryani,Food Truck,4.07072694174587e-07,36,6,36_6
G3268,Malleshwaram,12.989940434872954,77.57045238638392,14289,114868.0,600.0,4.28,207,4.42,10,35,61,73,4.42,2.47,0.0,10,Seafood,Fine Dining,3.451012877656695e-07,37,8,37_8
G3269,Malleshwaram,13.019319994062908,77.56322286711676,18121,154894.0,5138.0,4.68,160,4.69,7,26,128,35,5.79,0.2,25.23,7,Continental,Bar/Pub,50.00000022868723,44,7,44_7
G3270,Malleshwaram,12.992212768717383,77.56538832270274,12722,95212.0,1678.0,4.3,277,4.17,19,46,0,17,1.83,2.91,40.05,10,Seafood,Cafe/Bistro,4.4485979619472523e-07,38,7,38_7
G3271,Malleshwaram,13.01484702469866,77.57216184071643,14724,90808.0,1768.0,3.88,215,4.3,14,57,149,14,6.93,2.71,62.32,10,Fast Food,Fine Dining,2.8694112477899386e-07,43,9,43_9
G3272,Malleshwaram,13.009861994834186,77.5786625803474,11970,54721.0,438.0,4.03,266,4.04,11,56,65,0,3.62,1.05,13.64,6,Cafe,Food Court,5.997699696277581e-07,42,10,42_10
G3273,Malleshwaram,12.99231960856177,77.57196375963666,11268,151178.0,3343.0,4.01,161,3.99,31,48,43,0,3.74,4.06,56.19,10,BBQ,Quick Service,2.3979230885633015e-07,38,9,38_9
G3274,Malleshwaram,13.012421153018948,77.56523162240495,13991,96933.0,4399.0,4.37,227,4.66,12,41,119,6,3.57,0.2,22.54,9,South Indian,Fine Dining,50.00000020200975,42,7,42_7
G3275,Malleshwaram,13.012872137028314,77.57766882934001,16623,73805.0,5755.0,3.81,0,3.75,6,24,70,8,3.29,3.38,18.23,8,Seafood,Cafe/Bistro,3.2144090325435647e-07,42,10,42_10
G3276,Malleshwaram,13.01462328568062,77.57048500082384,19479,64319.0,3640.0,4.47,281,4.24,21,57,33,1,7.19,1.74,56.6,10,North Indian,Fine Dining,3.900741543172095e-07,43,8,43_8
G3277,Malleshwaram,13.016730812722985,77.5701821256953,10976,58800.0,1330.0,3.74,175,3.48,12,40,0,17,2.47,3.5,30.19,10,Seafood,Casual Dining,2.818440389803439e-07,43,8,43_8
G3278,Malleshwaram,13.000190044752122,77.57183882638722,10444,175355.0,5276.0,4.76,125,4.63,26,51,60,40,4.3,2.03,5.3,7,Italian,Food Truck,3.897443664198316e-07,39,9,39_9
G3279,Malleshwaram,13.010349178672662,77.56463249111545,14779,123724.0,1045.0,4.09,152,4.28,15,47,36,0,3.58,1.27,45.28,8,Seafood,Fine Dining,5.634959168203461e-07,42,7,42_7
G3280,Malleshwaram,13.000206368225127,77.56288406251149,15597,160123.0,2910.0,4.28,158,4.38,10,40,30,13,5.21,1.88,22.3,10,North Indian,Quick Service,4.23179730553884e-07,39,7,39_7
G3281,Malleshwaram,13.016486547354868,77.57003412078544,16186,114754.0,2547.0,3.64,115,3.8,20,45,68,4,3.57,0.2,54.76,8,Bakery,Cafe/Bistro,50.000000153482425,43,8,43_8
G3282,Malleshwaram,13.0003375260414,77.57457438696022,17064,128137.0,3271.0,3.98,0,3.92,22,25,174,54,3.84,2.47,52.15,9,Chinese,Fine Dining,4.0478571270979447e-07,40,9,40_9
G3283,Malleshwaram,12.981350119353836,77.57756187795755,17732,166156.0,2063.0,4.89,309,5.0,26,49,123,50,5.18,1.23,38.25,9,North Indian,Quick Service,6.37415412701815e-07,35,10,35_10
G3284,Malleshwaram,13.016263429461649,77.57937084800442,18669,124197.0,306.0,4.07,278,4.05,12,24,140,0,3.01,1.99,16.42,10,Japanese,Quick Service,4.739723819258657e-07,43,10,43_10
G3285,Malleshwaram,12.998137973813224,77.56928605554938,19595,73389.0,3570.0,4.17,271,4.17,6,17,105,24,5.78,3.52,38.79,9,Chinese,Food Court,3.016869128614387e-07,39,8,39_8
G3286,Malleshwaram,13.001404906021426,77.56221515898854,15956,118316.0,5557.0,4.04,0,3.78,19,17,63,48,4.34,1.71,49.25,10,Cafe,Cafe/Bistro,4.786998301248341e-07,40,6,40_6
G3287,Malleshwaram,12.9884325830117,77.56996933168243,14891,127810.0,754.0,4.17,36,4.19,17,37,72,38,4.12,1.0,83.42,6,Biryani,Fine Dining,7.143916303075184e-07,37,8,37_8
G3288,Malleshwaram,13.00742458285115,77.5654123624431,11370,123450.0,3394.0,3.56,56,3.98,14,39,64,43,2.42,1.78,26.68,9,Chinese,Casual Dining,5.071490097379461e-07,41,7,41_7
G3289,Malleshwaram,13.003922923076008,77.5678235787435,18658,147286.0,1947.0,3.94,36,3.86,23,33,0,22,3.54,1.21,54.79,8,Mexican,Bar/Pub,6.102534301853569e-07,40,8,40_8
G3290,Malleshwaram,12.984701126946884,77.56054477022751,18402,171682.0,4978.0,4.25,0,4.48,18,49,33,32,3.72,0.2,19.25,9,Japanese,Bar/Pub,50.000000224388266,36,6,36_6
G3291,Malleshwaram,12.996886849990045,77.56426624458585,10970,88080.0,5580.0,3.81,113,3.94,19,23,93,52,5.18,0.2,11.1,10,Bakery,Cafe/Bistro,50.00000011676554,39,7,39_7
G3292,Malleshwaram,12.998480122827226,77.56087204567432,16656,50940.0,2699.0,3.82,6,3.86,7,55,3,47,4.28,0.85,38.92,9,Cafe,Casual Dining,8.111743168001424e-07,39,6,39_6
G3293,Malleshwaram,13.001011449591854,77.56742310673177,10593,143569.0,2381.0,4.25,219,4.48,9,41,0,35,1.75,0.2,38.18,8,Bakery,Casual Dining,50.00000034524401,40,8,40_8
G3294,Malleshwaram,12.99441087678819,77.56128085867545,10692,174639.0,2549.0,3.74,260,3.63,24,11,31,0,4.58,2.9,64.32,6,Biryani,Food Court,2.621132102082459e-07,38,6,38_6
G3295,Malleshwaram,13.003498249549963,77.56127146816375,11348,93797.0,3288.0,4.77,255,4.85,24,37,95,25,5.33,1.98,21.45,8,Thai,Bar/Pub,3.513321772054758e-07,40,6,40_6
G3296,Malleshwaram,13.014878826206324,77.57330920682641,13169,174120.0,3469.0,4.32,73,4.34,18,22,46,36,4.71,0.45,15.51,6,Fast Food,Cafe/Bistro,1.958527682930938e-06,43,9,43_9
G3297,Malleshwaram,12.984278123884945,77.57679482431085,16722,179282.0,394.0,3.9,0,3.89,26,53,64,6,4.99,0.32,44.32,7,Bakery,Food Court,3.895404587377035e-06,36,10,36_10
G3298,Malleshwaram,13.005392794230197,77.5737492638101,15549,97159.0,4916.0,3.8,97,3.65,17,29,75,13,5.79,1.36,74.57,10,Fast Food,Casual Dining,5.192074710834421e-07,41,9,41_9
G3299,Malleshwaram,12.989009973703787,77.57804496898336,11219,174778.0,886.0,3.87,0,3.81,10,33,52,27,5.14,1.45,58.17,7,Italian,Food Truck,4.727368655834794e-07,37,10,37_10
