Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Latitude,Longitude
Spice Resto,"Kerala, North Indian, Chinese, South Indian, Beverages, Rolls",450," Bommanahalli, Bangalore",3.4,12.89507628,77.6352622
T S Star Hotel,"Biryani, Chinese",300," HSR, Bangalore",3.4,12.89969094,77.63731945
Sarovara Donne Biryani Hotel,"Biryani, South Indian",350," Jalahalli, Bangalore",3.4,13.05722555,77.51036514
Ghar Ka Khana,Biryani,150," Kumaraswamy Layout, Bangalore",3.4,12.91305142,77.56599382
Blondies,"Bakery, Desserts",250," Whitefield, Bangalore",3.4,12.99285226,77.70283391
Juicy Corner,"Beverages, Fast Food, Chinese, Biryani, Lebanese, Street Food, North Indian, Kerala",200," Sanjay Nagar, Bangalore",3.4,13.02707163,77.57831823
De Snaxx Cave,"Momos, Fast Food, Desserts",200," Whitefield, Bangalore",3.4,12.9827619,77.7669522
Dragon Land,Chinese,250," BTM, Bangalore",3.4,12.91374586,77.60721266
Kasturi Grand,"South Indian, North Indian, Chinese",350," Electronic City, Bangalore",3.4,12.85302238,77.67549098
Take It Cafe,Chinese,350," BTM, Bangalore",3.4,12.91882092,77.61264208
Outliers Kitchen LLP,"Biryani, South Indian",300," Electronic City, Bangalore",3.4,12.8216193,77.707275
HungerCart Breakfast And Snacks,North Indian,150," Bellandur, Bangalore",3.4,12.91944708,77.67087758
Burgers & Pizzas,"Burger, Sandwich, Pizza, Fast Food, Street Food",350," Hebbal, Bangalore",3.4,13.04526163,77.60118272
Walk-N- Roll,"Rolls, Fast Food, Chinese",150," Domlur, Bangalore",3.4,12.95764184,77.63706699
The Chinese Company,Chinese,300," Whitefield, Bangalore",3.4,12.983179,77.706005
Kolkata No.1 Kati Rolls,Rolls,150," Hebbal, Bangalore",3.4,13.0476035,77.57450413
Ambur Biryani Zone,"Biryani, Fast Food",150," Malleshwaram, Bangalore",3.4,12.99695749,77.57116277
Bangalore Biryani,"Biryani, North Indian",600," BTM, Bangalore",3.4,12.91830267,77.60553125
Eat 2 Treat,"North Indian, Chinese",300," Malleshwaram, Bangalore",3.4,13.00798783,77.57120736
Nila Mess,"South Indian, Fast Food",150," Sarjapur Road, Bangalore",3.4,12.915196,77.6998
Sri Siddaganga Hotel,South Indian,100," Bommanahalli, Bangalore",3.4,12.90650559,77.63057303
Chill Magic,"Beverages, Juices, Fast Food",200," New BEL Road, Bangalore",3.4,13.03223848,77.56694801
S.R. Ambur Biryani Hotel ,"Biryani, Fast Food",250," JP Nagar, Bangalore",3.4,12.90038706,77.58565508
Hotel Bheem,"South Indian, Tamil",200," Electronic City, Bangalore",3.4,12.8498481,77.6544856
Srikanya Food Court,"South Indian, Chinese",300," KR Puram, Bangalore",3.4,13.004433,77.715845
Kabira Hotel,"North Indian, Rajasthani",200," Yelahanka, Bangalore",3.4,13.129507,77.595712
Mahabelly,"North Indian, Mughlai, Chinese, Arabian, Biryani",300," Sarjapur Road, Bangalore",3.4,12.8993429,77.7113578
Juicy Zone,"Beverages, Fast Food",200," Koramangala 8th Block, Bangalore",3.4,12.94307442,77.61727631
Tabrez Hotel,"Lebanese, North Indian, Chinese",300," JP Nagar, Bangalore",3.4,12.90804484,77.5706394
Ambur Star Dum Biriyani,Biryani,300," Wilson Garden, Bangalore",3.4,12.94910238,77.60290939
V K Bakery Foodies,"Bakery, Fast Food, Desserts",400," Rajajinagar, Bangalore",3.3,13.01118169,77.54558824
Yesh Ambur Dum Biryani,"Biryani, Chinese, North Indian",350," Yelahanka, Bangalore",3.4,13.12232421,77.63035208
Prashanth Lunch Home,"Mangalorean, Chinese, North Indian, Seafood",600," Bommasandra, Bangalore",3.4,12.82366496,77.68529277
Aaranya Restaurant,"North Indian, Chinese, Biryani, Mughlai, Desserts",800," HSR, Bangalore",3.4,12.91700138,77.6292688
Royal Resturant,"North Indian, Chinese, Bengali, Beverages",600," KR Puram, Bangalore",3.4,13.0241981,77.70704951
Aviator - Goldfinch Retreat,Finger Food,1500," Goldfinch Retreat, International Airport, Bangalore",3.4,13.18911712,77.63515793
Coast,"Mangalorean, North Indian, Chinese",550," Marathahalli, Bangalore",3.4,12.95637703,77.69571751
Shree Ranga Vilas,"North Indian, South Indian, Chinese, Juices",500," Bommasandra, Bangalore",3.4,12.77959741,77.76828669
Hotel Ivy Dew Drops,"North Indian, Chinese, South Indian",900," Bommasandra, Bangalore",3.4,12.800893,77.690535
Al Khair,"North Indian, Chinese, Kerala",550," RT Nagar, Bangalore",3.4,13.03747121,77.60565598
Kerala Foods,"North Indian, Chinese, Fast Food",300," Vasanth Nagar, Bangalore",3.4,12.9922378,77.59397328
Daawat Restaurant Bar & Pub,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",1000," Koramangala 7th Block, Bangalore",3.4,12.93594185,77.6148764
Food Land,"Mangalorean, Mughlai, Chinese, North Indian",600," Vijay Nagar, Bangalore",3.4,12.96955314,77.53412414
Samrat Regency Bar And Restaurant,"North Indian, Chinese",800," Koramangala 6th Block, Bangalore",3.4,12.93682184,77.62480795
Hotel Panchami Grand,"Chinese, North Indian, South Indian",550," New BEL Road, Bangalore",3.4,13.06407931,77.55927823
Heliyum Cafe,North Indian,300," New BEL Road, Bangalore",3.4,13.033112,77.569432
LG Park Restaurant,"North Indian, Chinese",500," Whitefield, Bangalore",3.4,13.07338,77.788384
Bhagini Sky Bar,"North Indian, Chinese, Kebab, Mughlai, Beverages, Desserts, Andhra",600," Marathahalli, Bangalore",3.4,12.95204736,77.70022128
New Shalimar Restaurant,"Biryani, North Indian, Chinese, Rolls, Seafood",200," Yelahanka, Bangalore",3.4,13.121788,77.630257
Strona - The Fern Residency,"Andhra, Finger Food",1300," The Fern Residency, Bangalore",3.4,13.02696122,77.54375193
Sri Sai Mango Tree Restaurant,"North Indian, Biryani, Chinese",600," Bellandur, Bangalore",3.4,12.92335349,77.67123431
Mecaf Family Restaurant,"North Indian, Chinese, Rolls, Beverages",600," BTM, Bangalore",3.4,12.9350256,77.60746848
New Red Chilliez,"Chinese, North Indian, Mughlai",600," Thippasandra, Bangalore",3.4,12.97148603,77.65857227
Fairmount Restaurant,"Arabian, North Indian, Chinese, Kerala",600," KR Puram, Bangalore",3.4,13.02099069,77.70243745
New Red Chilliez,"Chinese, North Indian, Mughlai",600," Thippasandra, Bangalore",3.4,12.97148603,77.65857227
Fairmount Restaurant,"Arabian, North Indian, Chinese, Kerala",600," KR Puram, Bangalore",3.4,13.02099069,77.70243745
The Szechuan,"Chinese, North Indian",650," Yelahanka, Bangalore",3.4,13.10551661,77.57727318
Amulya Veg Restaurant,"North Indian, South Indian, Chinese, Continental, Beverages, Desserts",650," Majestic, Bangalore",3.4,12.97631393,77.57572554
Akshaya Family Restaurant,"North Indian, Andhra, Chinese, Beverages",450," Kalyan Nagar, Bangalore",3.4,13.02817602,77.66408656
Hyderabadi Kitchen,"Biryani, Chinese, Beverages",500," Electronic City, Bangalore",3.4,12.8427937,77.64592967
The Seventh Kingdom,"North Indian, Chinese, Arabian",600," Electronic City, Bangalore",3.4,12.847311,77.68013
7 11 Restro,"North Indian, Chinese",500," Electronic City, Bangalore",3.4,12.82083911,77.66488016
Alfa Cafe,"South Indian, North Indian, Chinese",500," KR Puram, Bangalore",3.4,13.004468,77.719078
The Prakyathi,"North Indian, Chinese",700," Yelahanka, Bangalore",3.4,13.09701065,77.58812908
Magadi Junction,"North Indian, Biryani, Chinese, Hyderabadi, Thai, Continental, Fast Food, Seafood",550," GT World Mall, Magadi Road, Bangalore",3.4,12.97363159,77.55129162
Aata's Cafe,"North Indian, Chinese, Kerala, Beverages",200," Koramangala 1st Block, Bangalore",3.4,12.9300733,77.633251
Pink Pepper,"North Indian, Chinese, South Indian",700," The Lark Hotel, Electronic City, Bangalore",3.4,12.82122258,77.68601026
JK Family Restaurant,"Chinese, North Indian, Mughlai",500," Jalahalli, Bangalore",3.4,13.04410244,77.50973079
Cafe Pink & Dailcacy,"Asian, Chinese",600," Kalyan Nagar, Bangalore",3.4,13.022215,77.639482
Guntur Royal Dine,"Andhra, South Indian, Chinese",700," Bommasandra, Bangalore",3.4,12.80574881,77.70024441
Udupi Nandu's Kitchen,"South Indian, North Indian, Chinese, Seafood",500," Mysore Road, Bangalore",3.4,12.95580818,77.54618168
New Nalapakam,South Indian,500," Bommasandra, Bangalore",3.4,12.78689562,77.74341557
Royal South Restaurant,"South Indian, Chinese",650," Electronic City, Bangalore",3.4,12.80651318,77.69810032
SJS Pot Biriyani,"Biryani, North Indian",650," Kammanahalli, Bangalore",3.4,13.02186482,77.6396694
Donne Biriyani Mane,"Biryani, South Indian",300," Vijay Nagar, Bangalore",3.4,12.96814006,77.53392667
Karnataka Biriyani Paradise,"Biryani, Mughlai",200," Jalahalli, Bangalore",3.4,13.04504246,77.50704993
New Donne Biriyani House,"Biryani, South Indian",400," Bellandur, Bangalore",3.4,12.92620108,77.67785905
Restaurant IHA,"Chinese, North Indian, Biryani, Beverages",400," Yeshwantpur, Bangalore",3.4,12.97012785,77.49531325
New Donne Biriyani House,"Biryani, South Indian",400," Bellandur, Bangalore",3.4,12.92620108,77.67785905
Restaurant IHA,"Chinese, North Indian, Biryani, Beverages",400," Yeshwantpur, Bangalore",3.4,12.97012785,77.49531325
Persian Delight,"North Indian, Chinese, Biryani",350," New BEL Road, Bangalore",3.4,13.0351834,77.5636942
Coco Spicy,"Kerala, North Indian, Chinese",400," Sarjapur Road, Bangalore",3.4,12.899323,77.71362
Malabar Mess,"South Indian, Kerala, Seafood",300," Hebbal, Bangalore",3.4,13.04878946,77.60145161
Just Sandwiches,"Fast Food, Beverages",150," BTM, Bangalore",3.4,12.93521055,77.60775045
Lassi 'n' Mock,"Desserts, Beverages, Ice Cream, Sandwich, Salad",150," Sanjay Nagar, Bangalore",3.4,13.0281861,77.5726316
Sharma Family Dhaba,North Indian,300," Hesaraghatta, Bangalore",3.4,13.04805653,77.50773255
AH Meat Point,"Fast Food, Seafood, Mughlai",400," JP Nagar, Bangalore",3.4,12.89009058,77.58192949
Khalifa Restaurant,"North Indian, Chinese, Biryani, Fast Food, Rolls",500," Frazer Town, Bangalore",3.4,12.99279873,77.60942951
Punjabi Charchay,"North Indian, Chinese",400," KR Puram, Bangalore",3.4,13.00179241,77.72315852
Shree Lakshmivenkatesh Hindhu Miltry Hotel,South Indian,400," Rajajinagar, Bangalore",3.4,13.00027171,77.55249828
RKR Donne Biryani,"Biryani, South Indian",250," Rammurthy Nagar, Bangalore",3.4,13.01658505,77.66872745
5 Spice,"Rolls, North Indian, Biryani",450," Indiranagar, Bangalore",3.3,12.9787036,77.6454428
Shruthi's Kitchen,"Biryani, Kebab",200," Uttarahalli, Bangalore",3.4,12.91559846,77.5505691
Sultan - Palace Darbar Restaurant,"North Indian, Chinese",400," Nagawara, Bangalore",3.4,13.01912221,77.61867609
Royal Kolkata Biryani,"Chinese, North Indian, Fast Food",300," Yelahanka, Bangalore",3.4,13.12355,77.63052
Chai Sutta Gupshup,"Cafe, Fast Food, Beverages, Healthy Food, Desserts",700," Kalyan Nagar, Bangalore",3.4,13.02326393,77.63607025
F S Star Biryani Center,"Biryani, Mughlai, North Indian",400," Jalahalli, Bangalore",3.4,13.0560834,77.53298823
Shanthi Sagar,"South Indian, North Indian, Chinese, Street Food, Beverages",500," Basaveshwara Nagar, Bangalore",3.4,12.98879312,77.53759157
Uttara Karnataka Jolada Rotati & Chapati Store,"South Indian, Street Food",200," Basavanagudi, Bangalore",3.4,12.95624144,77.56746031
Sri Mahadeshwara Tiffin Centre,South Indian,100," New BEL Road, Bangalore",3.4,13.0833,77.5602
The Farmhouse Kitchen & Bakery,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts",1000," Varthur Main Road, Whitefield, Bangalore",3.3,12.956771,77.732894
Jam's Kitchen,"Chinese, Momos, Fast Food, Desserts, Beverages",300," Rajajinagar, Bangalore",3.3,12.9855516,77.55292542
Amo La Pizza (Wood Fired),"Pizza, Fast Food, Pasta",300," Electronic City, Bangalore",3.3,12.83907258,77.65765563
Udupi Upahar,"South Indian, Chinese",250," Kanakapura Road, Bangalore",3.3,12.883656,77.566494
Mother's Foodland,"Chinese, North Indian, Momos",350," Magadi Road, Bangalore",3.3,12.9778962,77.48505414
B Track,"Chinese, Naga, Continental",500," Kammanahalli, Bangalore",3.3,13.01460025,77.63523705
Tirumala Donne Biryani,"Biryani, South Indian",500," Kalyan Nagar, Bangalore",3.3,13.02390022,77.65613803
My Breakfast,"Beverages, Street Food, Fast Food, Desserts",300," Shivajinagar, Bangalore",3.3,12.9852292,77.6035021
Iyengars Oven Fresh,Bakery,300," Electronic City, Bangalore",3.3,12.84171158,77.64680877
Kalavara,"Kerala, South Indian",300," Yeshwantpur, Bangalore",3.3,13.03405231,77.5576508
Sbtc - Davangere Benne Dose,South Indian,150," Sahakara Nagar, Bangalore",3.3,13.061952,77.587814
Jai Matha Rani Chats House,"Street Food, Sandwich, Chinese",200," Hesaraghatta, Bangalore",3.3,13.07044072,77.51788337
Pattegar Donne Biriyani,"Chinese, North Indian, Rolls, Biryani, Desserts",400," Vijay Nagar, Bangalore",3.3,12.97161639,77.54701786
New Flavours,"North Indian, Biryani",400," Old Madras Road, Bangalore",3.3,12.99379644,77.66652871
Gurukrupa Upahar,"Chinese, North Indian, South Indian, Street Food, Beverages",300," Peenya, Bangalore",3.3,13.0281267,77.49485157
Dubai Restaurant ,"Beverages, Desserts, Ice Cream",300," Shivajinagar, Bangalore",3.3,12.9852292,77.6035021
Global West Coast,"Asian, North Indian, Andhra, Thai, Mangalorean, Ice Cream, Beverages",750," Rajarajeshwari Nagar, Bangalore",3.3,12.90647454,77.49998532
Biryani King,Biryani,450," Electronic City, Bangalore",3.3,12.87017883,77.65817799
GFC,"South Indian, Biryani",300," Vijay Nagar, Bangalore",3.3,12.96158555,77.52631556
Momo N Cafe,"Chinese, Momos",300," Hennur, Bangalore",3.3,13.06586155,77.64061455
Go Naati,"South Indian, Kerala, Chinese",400," Rajajinagar, Bangalore",3.3,12.99015185,77.55284496
Simply Veg,"South Indian, North Indian, Chinese",300," Electronic City, Bangalore",3.3,12.833663,77.64728
Sonar Bangla,"Chinese, Bengali",500," Varthur Main Road, Whitefield, Bangalore",3.3,12.95713834,77.74332874
Indresh Sweets & Chats,"Fast Food, Street Food, Mithai",300," ITPL Main Road, Whitefield, Bangalore",3.3,13.00020637,77.7515829
Raj Dhum Biriyani,"Biryani, South Indian",400," Old Madras Road, Bangalore",3.3,13.06731,77.777473
Sri Krishna Grand,"South Indian, North Indian, Chinese, Fast Food, Ice Cream, Beverages",350," Kengeri, Bangalore",3.3,12.91886148,77.48312328
Coastal Grand,"North Indian, Chinese, Goan",450," Kengeri, Bangalore",3.3,12.94475886,77.49513354
ToothSome,"North Indian, Bengali, Chinese, Fast Food, Street Food, Mughlai, Beverages",400," CV Raman Nagar, Bangalore",3.3,12.98127961,77.6800048
Roll N Sipp,"Chinese, Rolls, Momos",350," Sahakara Nagar, Bangalore",3.3,13.0731475,77.603989
Hungers Burg Cafe,"Fast Food, Beverages",200," Jalahalli, Bangalore",3.3,13.04787166,77.50681087
Kitchen 555 Jenukal Foodie,"North Indian, Chinese, Fast Food",400," International Airport, Bangalore",3.3,13.163732,77.631992
Rasoi Ghar,"North Indian, Chinese",200," Yelahanka, Bangalore",3.3,13.142926,77.6234748
Labonel Fine Baking,Bakery,500," Indiranagar, Bangalore",3.3,12.970156,77.643331
Bangalore Spice Restaurant,"North Indian, Street Food, Chinese, Juices, Beverages, Mughlai, Biryani, South Indian",600," RT Nagar, Bangalore",3.3,13.02797677,77.61191089
UHB Ur Hunger Buddy,"Desserts, Italian, Fast Food, Beverages",350," Marathahalli, Bangalore",3.3,12.96919571,77.69368541
Hyderabadi Biryani House,"Biryani, Hyderabadi",450," Jayanagar, Bangalore",3.3,12.93018448,77.57629115
Arjun Hotel,"South Indian, Chinese",300," Bannerghatta Road, Bangalore",3.3,12.895907,77.608741
Aalishan Restaurant & Caterer,"North Indian, Mughlai, Biryani, Kebab, Rolls",650," Koramangala 7th Block, Bangalore",3.3,12.93636992,77.61453141
Friend's Own,"North Indian, Bengali, Chinese",300," Whitefield, Bangalore",3.3,12.98247176,77.76704852
Sai Ram Juice And Chats,"Street Food, Fast Food, Juices",250," Malleshwaram, Bangalore",3.3,13.005476,77.570694
Hanumanthu Palav,"Biryani, Mughlai",300," HSR, Bangalore",3.3,12.90787588,77.64908999
Dakshin Delicacy,"South Indian, North Indian, Chinese, Beverages",450," Yeshwantpur, Bangalore",3.3,13.03208104,77.53384922
Tasty Thindi,South Indian,450," Bannerghatta Road, Bangalore",3.3,12.876994,77.610016
Keventers - Milkshakes & Ice Creams,"Beverages, Desserts, Ice Cream",400," Garuda Mall, Magrath Road, Bangalore",3.3,12.9701419,77.60930445
Vinaya Cafe,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages",400," JP Nagar, Bangalore",3.3,12.90591243,77.58032788
Just Delicious,"North Indian, Fast Food, Street Food",200," Bannerghatta Road, Bangalore",3.3,12.87607617,77.61464708
Suras Kitchen,"North Indian, Chinese, Kebab",250," Rajarajeshwari Nagar, Bangalore",3.3,12.91931343,77.51371823
Kamat Restaurant,"North Indian, Chinese",450," City Market, Bangalore",3.3,12.96412327,77.58653551
Thrilok Restaurant,"Mangalorean, Seafood, Chinese, North Indian",350," Banashankari, Bangalore",3.3,12.9434368,77.55846184
Chaat Story,"Street Food, Fast Food, Chinese, Beverages",400," Nagarbhavi, Bangalore",3.3,12.98090161,77.4850709
Aarya Sweets And Snacks,"North Indian, Gujarati, Mithai",250," Rammurthy Nagar, Bangalore",3.3,13.02360196,77.67796967
Thanima Garden Restaurant,"North Indian, Chinese, Kerala",500," Electronic City, Bangalore",3.3,12.835324,77.657133
Sree Prayagraj Restaurant,"North Indian, Chinese, Street Food",250," Bellandur, Bangalore",3.3,12.9270832,77.6764661
Nisarga Gokula Veg Restaurant,South Indian,200," Electronic City, Bangalore",3.3,12.85265105,77.67563045
Al Taj Fast Food,"North Indian, Mughlai, Kebab",300," Vijay Nagar, Bangalore",3.3,12.97242829,77.54770115
Shammah's,"Chinese, North Indian, Mughlai, Rolls",350," Hennur, Bangalore",3.3,13.03626822,77.6400828
Suravi Veg Kitchen,"South Indian, Chinese, North Indian",200," Cunningham Road, Bangalore",3.3,12.98716812,77.5984747
Chaska,"Fast Food, Chinese, Beverages",300," Rajajinagar, Bangalore",3.3,12.99804829,77.55213987
Gowdru Mane,"South Indian, Chinese, Biryani, Tamil, Mughlai, Kebab, North Indian",250," Brookefield, Bangalore",3.3,12.95714651,77.71451678
Pingara Grand Family Restaurant and Bar,"North Indian, South Indian, Chinese",600," Sahakara Nagar, Bangalore",3.3,13.0590412,77.5930159
Sannidhi Veg,"South Indian, North Indian, Street Food, Beverages, Ice Cream, Chinese",300," Magadi Road, Bangalore",3.3,12.98544967,77.48012356
Siri Udupi Veg,"South Indian, North Indian, Chinese, Biryani, Beverages",400," Marathahalli, Bangalore",3.3,12.99061772,77.68694166
Karan Cafe,"South Indian, Chinese",300," Electronic City, Bangalore",3.3,12.8320455,77.6659608
Gully Grill,"Kebab, Rolls, Biryani",200," Richmond Town, Bangalore",3.3,12.963005,77.605636
Hotel Udupi Upahara,South Indian,200," Kalyan Nagar, Bangalore",3.3,13.0276127,77.6388249
LGS Restaurant,"Chinese, North Indian",300," Koramangala 7th Block, Bangalore",3.4,12.9361008,77.6146635
The Lobby Brew - Conrad Bengaluru,"Cafe, North Indian, Fast Food, Desserts, Beverages",2200," Conrad Bengaluru, Ulsoor, Bangalore",3.3,12.97515377,77.62042724
Shahi Restaurant,"Fast Food, Sandwich, Desserts, Beverages, Street Food, Ice Cream, Burger",300," Shivajinagar, Bangalore",3.3,12.98527423,77.60349344
Champaran Meat House,"North Indian, Mughlai",400," Rajarajeshwari Nagar, Bangalore",3.3,12.90298096,77.52024237
Combo Plate,"Chinese, Fast Food, Beverages",400," Bommanahalli, Bangalore",3.3,12.89943962,77.62920644
Joshitha Andra Mess,"Andhra, Biryani",250," Electronic City, Bangalore",3.3,12.83907585,77.65805762
Baker's Glove,"Bakery, Desserts, Fast Food",550," Jayanagar, Bangalore",3.3,12.92493936,77.58478168
Monish Corner,South Indian,150," Rajarajeshwari Nagar, Bangalore",3.3,12.92671214,77.52011094
Hotel Elite,"North Indian, Chinese, Mughlai, Biryani, Seafood, Beverages",550," Yeshwantpur, Bangalore",3.3,13.023991,77.54811656
Hotel Elite,"North Indian, Chinese, Mughlai, Biryani, Seafood, Beverages",550," Yeshwantpur, Bangalore",3.3,13.023991,77.54811656
